Company;Valuation ($B);Date Joined;Country;City;Industry;Investors
Injective;US$ 1,00;4/20/21;United States;New York;Financial Services;Pantera Capital, Cadenza Ventures, BlockTower Capital
Sift;US$ 1,00;4/22/21;United States;San Francisco;Enterprise Tech;Union Square Ventures, Insight Partners, Spark Capital
Teya;US$ 1,00;4/9/21;United Kingdom;London;Financial Services;Tiger Global Management, Hedosophia
Capsule;US$ 1,00;4/28/21;United States;New York;Healthcare & Life Sciences;Thrive Capital, Durable Capital Partners, G Squared
MOLOCO;US$ 1,50;4/29/21;United States;Redwood City;Enterprise Tech;Smilegate Investment, DSC Investments, KTB Ventures
Mux;US$ 1,00;4/30/21;United States;San Francisco;Media & Entertainment;Accel, Cobalt Capital, Andreessen Horowitz
XForcePlus;US$ 1,00;6/1/21;China;Shanghai;Enterprise Tech;Eastern Bell Capital, Danhua Capital, MSA Capital
Augustinus Bader;US$ 1,00;11/9/22;United Kingdom;London;Consumer & Retail;General Atlantic
Shift;US$ 1,00;5/6/21;France;Paris;Insurance;Griffin Gaming Partners, Andreessen Horowitz, Battery Ventures
Zihaiguo;US$ 1,00;5/6/21;China;Chongqing;Consumer & Retail;Xingwang Investment Management, China Capital Investment Group, Matrix Partners China
Forte Labs;US$ 1,73;5/12/21;United States;San Francisco;Media & Entertainment;Iris Capital, Accel, Elaia Partners
Axtria;US$ 1,00;5/13/21;United States;Berkeley Heights;Enterprise Tech;Helion Venture Partners, Bain Capital Tech Opportunities, Sequoia Capital India
Vise;US$ 1,00;5/18/21;United States;New York;Financial Services;Sequoia Capital, Founders Fund, Bling Capital
Printful;US$ 1,00;5/24/21;United States;Charlotte;Consumer & Retail;Bregal Sagemount
Matrixport;US$ 1,05;6/1/21;Singapore;;Financial Services;Dragonfly Captial, Qiming Venture Partners, DST Global
Shippo;US$ 1,00;6/2/21;United States;San Francisco;Industrials;Version One Ventures, Uncork Capital, Bessemer Venture Partners
LetsGetChecked;US$ 1,00;6/7/21;Ireland;Dublin;Healthcare & Life Sciences;Optum Ventures, Qiming Venture Partners, Transformation Capital
EcoFlow;US$ 1,00;6/10/21;China;Shenzhen;Industrials;Delian Capital, China International Capital Corporation, Sequoia Capital China
Carro;US$ 1,00;6/14/21;Singapore;;Industrials;SingTel Innov8, Alpha JWC Ventures, Golden Gate Ventures
Tractable;US$ 1,00;6/16/21;United Kingdom;London;Insurance;Insight Partners, Ignition Partners, Georgian Partners
Xiaoe Tech;US$ 1,00;6/15/21;China;Shenzhen;Enterprise Tech;GGV Capital, Hillhouse Capital Management, IDG Capital
Bringg;US$ 1,00;6/16/21;Israel;Tel Aviv;Enterprise Tech;Salesforce Ventures, next47, Pereg Ventures
Simply;US$ 1,00;6/21/21;Israel;Tel Aviv;Media & Entertainment;Genesis Partners, Aleph, Insight Partners
Worldcoin;US$ 1,00;6/29/21;United States;San Francisco;Financial Services;Day One Ventures, Coinbase Ventures, Andreessen Horowitz
SmartAsset;US$ 1,00;6/24/21;United States;New York;Financial Services;Javelin Venture Partners, TTV Capital, Peterson Ventures
Morning Consult;US$ 1,00;6/8/21;United States;Washington DC;Enterprise Tech;Advance Venture Partners, Susquehanna Growth Equity, Lupa Systems
Visier;US$ 1,00;6/29/21;Canada;Vancouver;Enterprise Tech;Foundation Capital, Summit Partners, Adams Street Partners
ShipBob;US$ 1,00;6/29/21;United States;Chicago;Consumer & Retail;Hyde Park Venture Partners, FundersClub. Bain Capital Ventures
MobileCoin;US$ 1,06;7/7/21;United States;San Francisco;Financial Services;General Catalyst, Future Ventures, AU21
Amperity;US$ 1,00;7/13/21;United States;Seattle;Enterprise Tech;Madrona Venture Group, Tiger Global Management, Madera Technology Partners
Pantheon Systems;US$ 1,00;7/13/21;United States;San Francisco;Enterprise Tech;Foundry Group, Scale Venture Partners, SoftBank Group
Xiaoice;US$ 1,00;7/12/21;China;Beijing;Media & Entertainment;NetEase Capital, Northern Light Venture Capital, Microsoft
Caidya;US$ 1,00;7/12/21;China;Shanghai;Healthcare & Life Sciences;Qiming Venture Partners, Vivo Capital, Sequoia Capital China
Carson Group;US$ 1,00;7/14/21;United States;Lincoln;Financial Services;Bain Capital
Bluecore;US$ 1,00;8/5/21;United States;New York;Consumer & Retail;FirstMark Capital, Georgian Partners, Norwest Venture Partners
Freshbooks;US$ 1,00;8/10/21;Canada;Toronto;Enterprise Tech;Accomplice, Oak Investment Partners, Georgian Partners
Gelato;US$ 1,00;8/16/21;Norway;Oslo;Consumer & Retail;Greylock Partners, Google Ventures, BlackRock
Maven;US$ 1,70;8/17/21;United States;New York;Healthcare & Life Sciences;Female Founders Fund, Oak HC/FT Partners, Sequoia Capital
PicsArt;US$ 1,00;8/26/21;United States;San Francisco;Media & Entertainment;Sequoia Capital, DCM Ventures, Insight Partners
1KMXC;US$ 1,00;8/30/21;China;Hangzhou;Industrials;Goldman Sachs Asset Management, SDP Investment, Alibaba Group
Cider;US$ 1,00;9/2/21;Hong Kong;;Consumer & Retail;Andreessen Horowitz, DST Global, IDG Capital
Berlin Brands Group;US$ 1,00;9/1/21;Germany;Berlin;Consumer & Retail;Ardian, Bain Capital
Agile Robots;US$ 1,00;9/9/21;Germany;Munich;Industrials;Hillhouse Capital Management, Sequoia Capital China, Linear Venture
Mammoth Biosciences;US$ 1,00;9/9/21;United States;Brisbane;Healthcare & Life Sciences;NFX, Plum Alley, Mayfield
Orchard;US$ 1,00;9/9/21;United States;New York;Financial Services;Accomplice, Juxtapose, FirstMark Capital
Xendit;US$ 1,00;9/14/21;Indonesia;Jakarta;Financial Services;Accel, Y Combinator, Amasia
TrueLayer;US$ 1,00;9/21/21;United Kingdom;London;Financial Services;Anthemis, Connect Ventures, Northzone Ventures
Assembly;US$ 1,00;9/21/21;United States;Culver City;Consumer & Retail;Advent International, PSG, Providence Equity Partners
PandaDoc;US$ 1,00;9/22/21;United States;San Francisco;Enterprise Tech;Rembrandt Venture Partners, M12, Altos Ventures
Keenon Robotics;US$ 1,00;9/15/21;China;Shanghai;Industrials;Yunqi Partners, SoftBank Group, iVision Ventures
HAYDON;US$ 1,00;9/24/21;China;Shanghai;Consumer & Retail;Tencent Holdings, Hillhouse Capital Management
Ninja Van;US$ 1,00;9/27/21;Singapore;;Consumer & Retail;B Capital Group, Monk's Hill Ventures, Dynamic Parcel Distribution
Vedantu;US$ 1,00;9/29/21;India;Bengaluru;Consumer & Retail;Accel, Tiger Global Management, Omidyar Network
Formation Bio;US$ 1,00;9/30/21;United States;New York;Healthcare & Life Sciences;Sequoia Capital, Thrive Capital, Sound Ventures
Ajaib;US$ 1,00;10/4/21;Indonesia;Jakarta;Financial Services;Softbank Ventures Asia, Alpha JWC Ventures, Insignia Ventures Partners
Licious;US$ 1,00;10/5/21;India;Bengaluru;Consumer & Retail;3one4 Capital Partners, Bertelsmann India Investments, Vertex Ventures SE Asia
Masterworks;US$ 1,00;10/5/21;United States;New York;Financial Services;Left Lane Capital, Galaxy Interactive, Tru Arrow Partners
Chronosphere;US$ 1,00;10/7/21;United States;New York;Enterprise Tech;Greylock Partners, Lux Capital, General Atlantic
Solo.io;US$ 1,00;10/7/21;United States;Cambridge;Enterprise Tech;True Ventures, Altimeter Capital, Redpoint Ventures
Savage X Fenty;US$ 1,00;2/10/21;United States;El Segundo;Consumer & Retail;Speedinvest, Valar Ventures, Uniqa Ventures
Swile;US$ 1,00;10/11/21;France;Montpellier;Enterprise Tech;Index Ventures, IDInvest Partners, Daphni
Zopa;US$ 1,00;10/19/21;United Kingdom;London;Financial Services;IAG Capital Partners, Augmentum Fintech, Northzone Ventures
Dental Monitoring;US$ 1,00;10/21/21;France;Paris;Healthcare & Life Sciences;Vitruvian Partners, Merieux Equity Partners, Straumann
CargoX;US$ 1,00;10/21/21;Brazil;Sao Paulo;Industrials;Valor Capital Group, Lightrock, Softbank Group
Fabric;US$ 1,00;10/26/21;United States;New York;Consumer & Retail;Innovation Endeavors, Aleph, Temasek
Augury;US$ 1,00;10/26/21;United States;New York;Industrials;Lerer Hippeau, Munich Re Ventures, Eclipse Ventures
Moka;US$ 1,00;11/2/21;China;Beijing;Enterprise Tech;GGV Capital, GSR Ventures, FreesFund
Tezign;US$ 1,00;11/2/21;China;Shanghai;Enterprise Tech;Sequoia Capital China, Linear Venture, Hearst Ventures
Vagaro;US$ 1,00;11/3/21;United States;Dublin;Consumer & Retail;FTV Capital
IGAWorks;US$ 1,00;11/8/21;South Korea;Seoul;Enterprise Tech;Korea Investment Private Equity, Atinum Investment, Korea Investment Partners
Contrast Security;US$ 1,00;11/9/21;United States;Los Altos;Enterprise Tech;Acero Capital, General Catalyst, M12
Wrapbook;US$ 1,00;11/10/21;United States;New York;Media & Entertainment;Equal Ventures, Uncork Capital, Andreessen Horowitz
Gaussian Robotics;US$ 1,10;11/10/21;China;Shanghai;Industrials;BlueRun Ventures, Grand Flight Investment, Meituan Dianping
Substack;US$ 1,10;7/17/25;United States;San Francisco;Enterprise Tech;Bond, Andreessen Horowitz, J17 Capital
Mensa Brands;US$ 1,00;11/16/21;India;Bengaluru;Consumer & Retail;Accel, Falcon Edge Capital, Norwest Venture Partners
PLACE;US$ 1,00;11/17/21;United States;Bellingham;Financial Services;Goldman Sachs Asset Management, 3L
Stytch;US$ 1,00;11/18/21;United States;San Francisco;Enterprise Tech;Index Ventures, Benchmark, Thrive Capital
Owkin;US$ 1,00;11/18/21;United States;New York;Healthcare & Life Sciences;Google Ventures, Cathay Innovation, NJF Capital
Expel;US$ 1,00;11/18/21;United States;Herndon;Enterprise Tech;Paladin Capital Group, Greycroft, Scale Venture Partners
NoBroker;US$ 1,00;11/23/21;India;Bengaluru;Financial Services;General Atlantic, Elevation Capital, BEENEXT
Lessen;US$ 1,00;11/30/21;United States;Scottsdale;Financial Services;Khosla Ventures, General Catalyst, Navitas Capital
Clara;US$ 1,00;12/6/21;Mexico;Mexico City;Financial Services;DST Global, General Catalyst, Monashees+
YipitData;US$ 1,00;12/6/21;United States;New York;Enterprise Tech;RRE Ventures+, Highland Capital Partners, The Carlyle Group
Anyscale;US$ 1,00;12/7/21;United States;Berkeley;Enterprise Tech;Andreessen Horowitz, Intel Capital, Foundation Capital
ReliaQuest;US$ 3,40;12/1/21;United States;Tampa;Enterprise Tech;KKR, FTV Capital, Ten Eleven Ventures
Pet Circle;US$ 1,00;12/6/21;Australia;Alexandria;Consumer & Retail;Prysm Capital, Baillie Gifford & Co., TDM Growth Partners
Nature's Fynd;US$ 1,00;7/19/21;United States;Chicago;Consumer & Retail;Danone Manifesto Ventures, 1955 Capital, Breakthrough Energy Ventures
Lydia;US$ 1,00;12/8/21;France;Paris;Financial Services;NewAlpha, XAnge Private Equity, Tencent Holdings
SellerX;US$ 1,00;12/9/21;Germany;Berlin;Consumer & Retail;Cherry Ventures, Felix Capital, 83North
SnapLogic;US$ 1,00;12/13/21;United States;San Mateo;Enterprise Tech;Andreessen Horowitz, Triangle Peak Partners, Ignition Partners
Cadence;US$ 1,00;12/14/21;United States;New York;Healthcare & Life Sciences;Thrive Capital, General Catalyst, Coatue Management
Rothy's;US$ 1,00;12/21/21;United States;San Francisco;Consumer & Retail;Alpargatas, GS Growth, Lightspeed Venture Partners
VOI;US$ 1,00;12/21/21;Sweden;Stockholm;Industrials;Vostok New Ventures, The Raine Group, Balderton Capital
Haomo.AI;US$ 1,00;12/22/21;China;Beijing;Industrials;Qualcomm Ventures, Nine Intelligence Capital, Hillhouse Capital Management
Kopi Kenangan;US$ 1,00;12/27/21;Indonesia;Jakarta;Consumer & Retail;Horizons Ventures, Sequoia Capital India, Alpha JWC Ventures
InFarm;US$ 1,00;12/16/21;Germany;Berlin;Industrials;Atomico, Hanaco Venture Capital, TriplePoint Capital
ONE;US$ 1,35;12/8/21;Singapore;;Media & Entertainment;Temasek, Guggenheim Investments, Qatar Investment Authority
Pentera;US$ 1,00;1/11/22;Israel;Petah Tikva;Enterprise Tech;AWZ Ventures, Blackstone, Insight Partners
Darwinbox;US$ 1,00;1/25/22;India;Hyderabad;Enterprise Tech;Lightspeed India Partners, Sequoia Capital India, Endiya Partners
Minio;US$ 1,00;1/26/22;United States;Palo Alto;Enterprise Tech;General Catalyst, Nexus Venture Partners, Dell Technologies Capital
Esusu;US$ 1,00;1/27/22;United States;New York;Financial Services;Next Play Ventures, Zeal Capital Partners, SoftBank Group
Betterfly;US$ 1,00;2/1/22;Chile;Santiago;Enterprise Tech;QED Investors, DST Global, Endeavor
Dune Analytics;US$ 1,00;2/2/22;Norway;Oslo;Enterprise Tech;Multicoin Capital, Coatue Management, Dragonfly Capital Partners
Scandit;US$ 1,00;2/9/22;Switzerland;Zurich;Enterprise Tech;Atomico, NGP Capital, Google Ventures
Payhawk;US$ 1,00;2/14/22;United Kingdom;London;Enterprise Tech;Earlybird Venture Capital, Eleven Ventures, QED Investors
Watershed;US$ 1,00;2/8/22;United States;San Francisco;Enterprise Tech;Kleiner Perkins Caufield & Byers, Sequoia Capital
Axelar;US$ 1,00;2/15/22;Canada;Waterloo;Enterprise Tech;Lemniscap VC, North Island Ventures, Polychain Capital
CHEQ;US$ 1,00;2/22/22;United States;New York;Enterprise Tech;Battery Ventures, Tiger Global Management, Hanaco Ventures
Hasura;US$ 1,00;2/22/22;India;Bengaluru;Enterprise Tech;Nexus Venture Partners, Vertex Ventures, STRIVE
Timescale;US$ 1,00;2/22/22;United States;New York;Enterprise Tech;New Enterprise Associates, Benchmark, Two Sigma Ventures
Scalapay;US$ 1,00;2/23/22;Italy;Milan;Financial Services;Fasanara Capital, Tiger Global Management, Baleen Capital
Omada Health;US$ 1,00;2/23/22;United States;San Francisco;Healthcare & Life Sciences;U.S. Venture Partners, dRx Capital, Andreessen Horowitz
BlueVoyant;US$ 1,00;2/23/22;United States;New York;Enterprise Tech;8VC, Liberty Strategic Capital, Eden Global Partners
Vendr;US$ 1,00;2/24/22;United States;Boston;Enterprise Tech;Craft Ventures, F-Prime Capital, Sound Ventures
Gauntlet Networks;US$ 1,00;3/7/22;United States;New York;Financial Services;Polychain Capital, Paradigm, Ribbit Capital
Aptos;US$ 1,00;3/15/22;United States;Palo Alto;Enterprise Tech;Andreessen Horowitz, Coinbase Ventures, Tiger Global Management
Glia;US$ 1,00;3/21/22;United States;New York;Enterprise Tech;Wildcat Capital Management, Insight Partners, Tola Capital
CommerceIQ;US$ 1,00;3/21/22;United States;Palo Alto;Consumer & Retail;Trinity Ventures, Madrona Venture Group, Shasta Ventures
Tarana Wireless;US$ 1,00;3/23/22;United States;Milpitas;Industrials;Prime Movers Lab, Khosla Ventures, I Squared Capital
FLASH;US$ 1,00;3/16/22;United States;Austin;Industrials;L Catterton, Trellis Partners, Vista Equity Partners
Electric;US$ 1,00;3/29/22;United States;New York;Enterprise Tech;Primary Venture Partners, Bessemer Venture Partners, Harmonic Growth Partners
BostonGene;US$ 1,00;4/6/22;United States;Waltham;Healthcare & Life Sciences;Japan Industrial Partners, Impact Investment Capital, NEC
Grover;US$ 1,00;4/7/22;Germany;Berlin;Consumer & Retail;Varengold Bank, Circularity Capital, Coparion
Genies;US$ 1,00;4/12/22;United States;Venice;Media & Entertainment;New Enterprise Associates, Tull Investment Group, Silver Lake
NexHealth;US$ 1,00;4/21/22;United States;San Francisco;Healthcare & Life Sciences;iSeed Ventures, Point Nine Capital, Buckley Ventures
UPSIDE Foods;US$ 1,00;4/21/22;United States;Berkeley;Consumer & Retail;Battery Ventures, Adams Street Partners, Coatue Management
Factorial;US$ 1,00;10/11/22;Spain;Barcelona;Enterprise Tech;K Fund, Creandum, CRV
Divergent 3D;US$ 2,30;4/25/22;United States;Torrance;Industrials;Hedosophia, Horizons Ventures, Alumni Ventures Group
Taxfix;US$ 1,00;4/28/22;Germany;Berlin;Financial Services;Valar Ventures, Index Ventures, Creandum
Open;US$ 1,00;5/2/22;India;Bengaluru;Financial Services;3one4 Capital Partners, Tiger Global Management, Temasek
Opn;US$ 1,00;5/9/22;Japan;Tokyo;Financial Services;Sinar Mas Digital Ventures, JIC Venture Growth Investments, Golden Gate Ventures
Remarkable;US$ 1,00;5/10/22;Norway;Oslo;Consumer & Retail;Spark Capital
Habi;US$ 1,00;5/11/22;Colombia;Bogota;Financial Services;Homebrew, Inspired Capital, Tiger Global Management
CareBridge;US$ 1,00;6/8/22;United States;Nashville;Healthcare & Life Sciences;Bain Capital Ventures, Splunk Ventures, Cisco Investments
Immuta;US$ 1,00;6/8/22;United States;Boston;Enterprise Tech;DFJ Growth Fund, Dell Technologies Capital, Ten Eleven Ventures
JupiterOne;US$ 1,00;6/2/22;United States;Morrisville;Enterprise Tech;Bain Capital Ventures, Splunk Ventures, Cisco Investments
Vayyar;US$ 1,00;6/6/22;Israel;Yehud;Industrials;Battery Ventures, Bessemer Venture Partners, MoreVC
LeadSquared;US$ 1,00;6/21/22;India;Bengaluru;Enterprise Tech;Gaja Capital Partners, Stakeboat Capital, WestBridge Capital
FourKites;US$ 1,00;6/21/22;United States;Chicago;Enterprise Tech;Hyde Park Venture Partners, Bain Capital Ventures, Hyde Park Angels
VulcanForms;US$ 1,00;7/5/22;United States;Burlington;Industrials;Eclipse Ventures, D1 Capital Partners, Industry Ventures
SingleStore;US$ 1,00;7/12/22;United States;San Francisco;Enterprise Tech;Google Ventures, Accel, Data Collective
Unstoppable Domains;US$ 1,00;7/27/22;United States;Las Vegas;Media & Entertainment;Boost VC, Draper Associates, Gaingels
